COUNTRY,WHO Region,Cases - cumulative total,Cases - cumulative total per 100000 population,Cases - newly reported in last 7 days,Cases - newly reported in last 7 days per 100000 population,Cases - newly reported in last 24 hours,Deaths - cumulative total,Deaths - cumulative total per 100000 population,Deaths - newly reported in last 7 days,Deaths - newly reported in last 7 days per 100000 population,Deaths - newly reported in last 24 hours,Case_Fatality_Ratio,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100,Alcoholic Beverages,Animal Products,Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Sugar & Sweeteners,Treenuts,Vegetable Oils,Vegetables,Vegetal Products,Obesity,Undernourished,Predicted Correlations
Portugal,Europe,3991041,38763.367,99866,969.958,20482,22500,218.533,142,1.379,27,0.563761656720893,PRT,EURO,REPORTING,5/1/2022,23821358,9701161,231.4,94.328,8836199,85.822,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",12/23/2020,6,6406862,62.227,4.7147,18.6614,6.2984,0.4053,2.7295,6.5126,4.5168,10.3936,1.7316,0.2319,0.7246,7.3366,31.3374,23.2,0.0,0.582
Romania,Europe,2900375,15005.429,4363,22.572,812,65581,339.291,71,0.367,15,2.2611216247133,ROU,EURO,REPORTING,5/1/2022,16000304,8170257,82.8,42.27,8114498,41.981,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",1/27/2021,4,1728606,8.943,4.7679,15.9287,8.0412,0.6848,0.2844,4.2115,3.0499,11.4018,1.4126,0.1093,0.7301,9.3641,34.0679,24.5,0.0,0.0375
Rwanda,Africa,129875,1002.724,36,0.278,0,1459,11.264,0,0.0,0,1.12334002178067,RWA,AFRO,REPORTING,5/8/2022,20141669,9005283,155.507,69.527,8405309,64.895,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/5/2021,7,4188208,32.336,1.3631,2.6366,3.538,0.0269,0.5279,15.7285,0.6257,1.3521,0.5782,0.0,0.2109,2.7193,47.3634,4.8,36.8,0.412
Saint Vincent and the Grenadines,Americas,8479,7642.87,54,48.675,7,106,95.547,0,0.0,0,1.2501455605028,VCT,AMRO,REPORTING,5/6/2022,70310,36268,63.377,32.692,30437,27.436,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,SII - Covishield",2/1/2021,5,3605,3.25,2.526,11.0865,9.0142,0.3412,1.3785,10.471,6.9184,2.2593,3.4592,0.0357,0.7227,5.1371,38.9005,23.8,5.7,0.00382
Samoa,Western Pacific,10926,5506.668,716,360.862,0,22,11.088,2,1.008,0,0.201355883448939,WSM,WPRO,REPORTING,4/24/2022,412127,188680,207.711,95.094,156203,78.726,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",4/18/2021,2,67244,33.891,1.4236,11.163,3.6768,0.1314,2.7788,10.7845,5.7993,1.9647,2.0811,0.0108,0.5117,1.1656,38.8349,45.5,2.7,0.0229
Sao Tome and Principe,Africa,5970,2724.05,0,0.0,0,73,33.309,0,0.0,0,1.22277491235477,STP,AFRO,REPORTING,5/8/2022,208657,113708,95.208,51.884,86914,39.658,"AstraZeneca - Vaxzevria,SII - Covishield",3/15/2021,2,2685,1.225,1.5187,4.1199,7.3796,0.0562,2.3033,18.2736,1.2054,0.5152,2.5939,0.0024,0.7805,0.857,45.8801,10.6,7.0,0.0193
Saudi Arabia,Eastern Mediterranean,756549,2173.125,2209,6.345,569,9104,26.15,11,0.032,0,1.2033362093759,SAU,EMRO,REPORTING,5/10/2022,64649318,26470771,185.7,76.035,24816030,71.282,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",1/6/2021,10,13362517,38.383,0.0,12.9962,16.3284,0.6003,1.0369,7.0413,4.9529,5.8598,2.8571,0.1135,1.7626,5.7024,37.0038,35.0,7.1,1.21
Senegal,Africa,86016,513.715,9,0.054,0,1966,11.742,0,0.0,0,2.28570316225923,SEN,AFRO,REPORTING,5/8/2022,2469499,1465788,14.749,8.754,1047236,6.254,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2/23/2021,3,7027,0.042,0.3209,5.3434,25.9204,0.1878,2.0588,2.3456,1.6081,1.2496,2.0941,0.1047,1.9325,7.8951,44.6423,7.4,11.3,0.301
Serbia,Europe,2010961,29032.0,3407,49.186,466,16037,231.524,30,0.433,4,0.797478644254616,SRB,EURO,REPORTING,3/27/2022,6696502,3386883,96.7,48.896,3309619,47.781,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020,5,0,0.0,4.392,16.7466,9.7485,0.6322,0.4148,5.9753,3.5893,11.619,2.0255,0.1268,0.4644,7.3941,33.2476,23.5,5.7,0.0752
Sierra Leone,Africa,7682,96.302,1,0.013,0,125,1.567,0,0.0,0,1.62717285206953,SLE,AFRO,REPORTING,5/1/2022,2868978,1987563,35.966,24.916,1315830,16.495,"Beijing CNBG - BBIBP-CorV,SII - Covishield",3/15/2021,2,5359,0.067,0.3009,5.6877,19.9349,0.1343,2.5044,3.2119,0.7837,2.1711,0.6323,0.1,1.276,4.5526,44.3138,7.5,25.6,0.474
Slovakia,Europe,1785978,32722.967,2625,48.096,443,20002,366.48,59,1.081,8,1.11994734462801,SVK,EURO,REPORTING,5/1/2022,7069763,2821136,129.5,51.689,2770480,50.761,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",1/6/2021,6,1646757,30.172,6.1266,18.9841,5.4026,0.939,0.7045,3.5463,4.3096,11.4696,5.5166,0.1118,1.438,4.5601,31.0231,22.4,3.4,0.0327
Slovenia,Europe,1016993,48523.876,5656,269.865,982,7697,367.248,13,0.62,1,0.756839787489359,SVN,EURO,REPORTING,5/1/2022,2956156,1238708,141.0,59.103,1207508,57.614,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",12/23/2020,5,645904,30.818,4.9933,18.9196,7.6345,0.5376,0.6515,6.4367,4.161,12.2569,2.4915,0.1972,0.4739,5.002,31.0774,22.5,0.0,0.0187
Solomon Islands,Western Pacific,18174,2645.862,2293,333.826,1300,146,21.255,5,0.728,3,0.803329878882572,SLB,WPRO,REPORTING,5/8/2022,431304,267871,62.791,38.998,161810,23.557,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",3/23/2021,4,2976,0.433,0.8298,3.8504,9.0233,0.0826,2.284,3.2798,0.8897,0.438,0.8268,0.0356,0.3327,1.1223,46.1492,20.5,8.9,0.0756
South Africa,Africa,3844625,6482.397,42427,71.536,0,100533,169.508,156,0.263,0,2.61489692778767,ZAF,AFRO,REPORTING,5/8/2022,35124794,19703742,59.224,33.222,17890102,30.164,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2/17/2021,2,2836165,4.782,6.2658,11.8433,17.1035,0.594,0.5365,1.9355,5.3933,4.8155,4.4677,0.0108,1.1726,3.7632,38.1554,27.0,6.2,1.27
Spain,Europe,12058888,25476.911,105407,222.694,49829,105123,222.094,476,1.006,222,0.871746186184032,ESP,EURO,REPORTING,5/1/2022,101296643,41180799,214.0,87.003,37302187,78.809,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/30/2020,4,24794087,52.383,5.3152,18.3382,6.0548,0.7321,2.2646,4.8332,5.3456,9.5991,1.8482,0.4287,1.5122,7.8139,31.6581,27.1,0.0,2.7
Sri Lanka,South-East Asia,663597,3099.002,128,0.598,0,16509,77.097,2,0.009,0,2.48780091139018,LKA,SEARO,REPORTING,5/9/2022,39503105,17066783,184.48,79.702,14464168,67.548,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",1/29/2021,6,7972154,37.23,0.681,5.5328,20.7839,0.4178,3.0173,4.1171,0.8845,1.0948,2.7209,0.135,0.2466,4.8753,44.4618,5.4,9.0,1.86
Sudan,Eastern Mediterranean,62161,141.761,23,0.052,0,4936,11.257,3,0.007,0,7.94082998850177,SDN,EMRO,REPORTING,5/1/2022,7096087,5929766,16.183,13.523,3631390,8.282,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/9/2021,11,38261,0.087,0.0,13.1178,12.9192,0.1176,0.1018,7.0919,2.1133,10.4116,3.1231,0.0,0.9366,8.3477,36.8813,7.4,20.1,1.6
Suriname,Americas,79393,13533.697,57,9.716,0,1328,226.377,0,0.0,0,1.67269150476769,SUR,AMRO,REPORTING,5/6/2022,553668,267593,94.381,45.615,237596,40.502,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2/23/2021,5,48479,8.264,4.1704,6.7984,13.9476,0.5407,1.4348,8.6872,3.6451,1.0789,4.7051,0.0155,1.3351,5.3705,43.1917,26.5,8.5,0.0217
Sweden,Europe,2503090,24236.925,837,8.105,0,18824,182.269,0,0.0,0,0.752030218354845,SWE,EURO,REPORTING,5/1/2022,21331347,7550310,206.5,73.108,7381438,71.473,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",12/23/2020,5,5310978,51.425,4.4232,24.0627,6.1923,0.7266,1.7659,3.5405,4.1476,16.3687,2.5211,0.0996,0.3967,4.611,25.9282,22.1,0.0,0.137
Switzerland,Europe,3631884,41964.694,9684,111.894,3,13217,152.716,7,0.081,0,0.363915438058478,CHE,EURO,REPORTING,5/1/2022,16198374,6413965,187.2,74.529,5995819,69.67,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020,3,3847049,44.702,4.9978,22.4227,5.9818,0.5377,0.9109,4.6041,3.6314,16.706,2.9737,0.2377,1.0637,4.9478,27.5705,21.2,0.0,0.292
Thailand,South-East Asia,4345218,6225.243,54394,77.928,7650,29252,41.908,392,0.562,56,0.673194604612222,THA,SEARO,REPORTING,5/9/2022,134171194,56221946,192.222,80.547,51539030,73.838,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/28/2021,7,26410218,37.837,3.6223,7.7828,17.5571,1.1143,2.6297,8.3291,2.4675,1.3279,4.0424,0.0938,0.7816,3.5962,42.2145,10.8,7.8,3.4
Timor-Leste,South-East Asia,22888,1735.984,9,0.683,2,130,9.86,0,0.0,0,0.567977585046867,TLS,SEARO,REPORTING,5/10/2022,1496002,789433,113.467,59.876,637871,48.381,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",4/7/2021,4,68698,5.211,0.4459,5.4983,26.332,0.1025,1.0225,2.1027,4.0376,0.1307,2.8203,0.0013,0.6842,3.1867,44.503,2.9,24.9,0.11
Togo,Africa,37009,447.037,14,0.169,0,273,3.298,0,0.0,0,0.737746539995571,TGO,AFRO,REPORTING,5/8/2022,3290821,2037429,39.75,24.61,1557538,18.814,SII - Covishield,3/10/2021,1,54353,0.657,1.0144,3.6702,15.8144,0.1067,1.3178,0.91,1.4133,0.7246,1.8312,0.0,1.4099,2.1637,46.3287,7.1,16.1,0.342
Trinidad and Tobago,Americas,151806,10847.253,3176,226.94,214,3856,275.529,23,1.643,4,2.54008088499457,TTO,AMRO,REPORTING,5/6/2022,1553619,747661,111.013,53.424,711507,50.841,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2/17/2021,5,151283,10.81,2.4881,12.7835,13.0903,0.4044,2.3299,4.9733,6.7063,2.8789,5.62,0.0928,1.2563,3.5256,37.2145,19.7,5.5,0.0274
Tunisia,Eastern Mediterranean,1041197,8809.803,1004,8.495,0,28575,241.78,25,0.212,0,2.74444275314669,TUN,EMRO,REPORTING,5/9/2022,13151111,7225647,111.275,61.138,6368899,53.889,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",3/13/2021,10,1243334,10.52,0.7037,9.6312,12.0523,0.4508,0.7615,5.4307,1.6411,6.4775,2.0832,0.3489,1.2551,15.7731,40.3673,27.3,4.3,0.602
Uganda,Africa,164153,358.875,29,0.063,0,3598,7.866,0,0.0,0,2.19184952978056,UGA,AFRO,REPORTING,5/8/2022,20899440,15686085,45.691,34.293,10568519,23.105,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",3/10/2021,5,65835,0.144,6.1671,5.6473,6.748,0.0815,1.0442,11.3112,0.8978,3.4755,1.2601,0.0,0.744,2.6703,44.3536,4.1,41.0,3.57
Ukraine,Europe,5006460,11447.587,3590,8.209,0,108449,247.975,38,0.087,0,2.16617702927263,UKR,EURO,REPORTING,2/27/2022,31668577,15774300,72.4,36.069,15153577,34.65,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/24/2021,6,741197,1.695,2.625,13.1214,9.3613,0.8434,0.6821,2.9418,2.7425,8.5442,3.8811,0.0807,0.647,9.4361,36.8777,26.1,3.5,0.537
United States of America,Americas,81178013,24524.883,492020,148.645,156260,990599,299.272,2568,0.776,339,1.22027901213637,USA,AMRO,REPORTING,5/6/2022,570102931,270336718,172.235,81.672,217410632,65.682,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/14/2020,3,99432938,30.04,4.8647,21.2352,5.5048,0.786,1.1287,4.5432,6.2645,12.8657,3.32,0.1772,0.9889,5.7249,28.7587,37.3,0.0,37.5
Uruguay,Americas,902540,25981.87,2817,81.094,0,7213,207.644,3,0.086,0,0.79918804920508,URY,AMRO,REPORTING,5/6/2022,8186727,2984761,235.675,85.924,2864925,82.474,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2/27/2021,3,2337041,67.278,3.5664,17.8865,10.251,0.7764,0.6058,5.3746,3.7863,12.3906,3.4102,0.0131,1.0337,3.9333,32.1076,28.9,0.0,0.0796
Uzbekistan,Europe,238747,713.333,111,0.332,4,1637,4.891,0,0.0,0,0.685654526006788,UZB,EURO,REPORTING,4/24/2022,48286000,19169443,144.3,57.275,14551774,43.478,"Anhui ZL - Zifivax,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",4/28/2021,7,4571851,13.66,0.6835,14.4463,10.5365,0.3566,0.1218,5.215,1.8621,11.7952,0.5796,0.0649,0.6109,14.8354,35.554,15.3,6.3,3.52
Vanuatu,Western Pacific,8063,2625.144,466,151.72,0,14,4.558,1,0.326,0,0.173628570470801,VUT,WPRO,REPORTING,4/3/2022,242178,132941,78.848,43.283,118158,38.47,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S",6/2/2021,3,10610,3.454,0.2424,6.6244,6.4102,0.1875,2.1649,5.8103,2.7466,1.2692,1.3645,0.0038,0.3674,3.9175,43.3737,23.5,7.2,0.0105
Venezuela (Bolivarian Republic of),Americas,522749,1838.339,235,0.826,0,5709,20.077,0,0.0,0,1.09212718655264,VEN,AMRO,REPORTING,5/6/2022,37860994,22157232,133.145,77.92,14287370,50.244,"Beijing CNBG - BBIBP-CorV,CIGB - CIGB-66,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Sinovac - CoronaVac",2/22/2021,6,651502,2.291,2.5952,14.7565,12.9253,0.3389,0.9456,7.646,3.8328,9.392,3.4106,0.0009,1.3734,4.1474,35.2416,25.2,21.2,5.66
Zambia,Africa,319755,1739.316,0,0.0,0,3976,21.628,0,0.0,0,1.24347732096985,ZMB,AFRO,REPORTING,5/8/2022,3750417,3240892,20.4,17.629,2333446,12.693,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",4/14/2021,3,95513,0.52,5.736,6.0197,21.1938,0.3399,1.6924,1.0183,1.8427,1.757,1.5632,0.0014,0.6657,3.4649,43.9789,6.5,46.7,0.616
Zimbabwe,Africa,247842,1667.518,0,0.0,0,5469,36.796,0,0.0,0,2.20663285193923,ZWE,AFRO,REPORTING,5/8/2022,10350000,5894358,69.636,39.658,3776489,25.409,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Sinovac - CoronaVac",2/18/2021,4,628615,4.229,4.0552,8.1489,22.624,0.2678,0.5518,2.2,2.6142,4.431,4.6485,0.0518,1.7103,2.3213,41.8526,12.3,51.3,1.51
